Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
277,2/14/20,7:42:49 PM,2,6,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,2,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.50999049,1.461301463,-0.283124157,2533.587928,290.0301274,0.15625,5.69382161,-1.782455935,5.215895243,-48.21680169,-3.630420408,9.843213366,3.049900276,-1.228367204,73.01365041,-7.519714473,1.559432423,0.480587678,,,,,,,,,,,,-5.2897485,-2.380938542,1.801379966,50,5.79341246,0.258396728,-116.9266387,1.418290785,-7.225489431,24.79268698,-35.42627241,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,174555d5-4f8c-11ea-ace5-181deafaf045
278,2/14/20,7:43:10 PM,2,7,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,3,2,Curveball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,78.82517374,2.052922356,0.160241999,2624.151624,313.0959705,0.1875,5.70993765,-1.707194641,5.280400545,-54.11488216,-7.685366847,8.167263508,3.128924132,-0.876119144,71.5567627,-8.033613992,1.690731339,0.490420475,,,,,,,,,,,,-4.273806378,-4.720720396,1.686773131,50,5.858382834,-0.576931722,-114.4566275,2.401108661,-5.593131827,23.77730233,-38.35205691,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,21324abd-4f8c-11ea-ace5-181deafaf045
279,2/14/20,7:43:39 PM,3,1,"Webb, Ryan",444436,Left,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Windup,8,Top,2,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.16145525,-1.469860149,3.011234394,2236.735533,174.3367048,0.489583333,5.626901589,-1.720908689,6.099215005,-16.55280156,17.11330474,-1.700202245,2.886106944,0.924538315,82.35841286,-4.604345095,2.688778231,0.417607186,,,,,,,,,,,,1.875382501,9.791085215,1.490364738,50,5.505195014,-6.912556966,-132.4285675,-3.926226305,3.288229875,31.62053881,-15.00670328,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3317a0ef-4f8c-11ea-ace5-181deafaf045
280,2/14/20,7:43:52 PM,3,2,"Webb, Ryan",444436,Left,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Windup,8,Top,2,1,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,90.38690193,-3.012311844,2.985606813,2298.76636,146.9451231,0.458333333,5.897909101,-1.761418437,6.005192168,-14.35178262,20.24622884,-13.19681084,1.905053465,-0.092881792,81.23411651,-5.73067406,0.477198807,0.423347586,86.09524493,39.47456033,-19.75519325,4959.437637,99.69385936,77.51883218,-46.48736906,285.5900966,127.2419141,-33.26578688,4.890968628,8.161752837,12.00594422,1.534202545,50,5.653349483,-6.418935997,-131.1032234,-7.363982914,13.95522259,32.26846511,-11.6459062,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3c0a4caf-4f8c-11ea-ace5-181deafaf045
281,2/14/20,7:46:35 PM,1,1,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Anderson, Ben",1000025449,Left,GEO_BUL,Windup,8,Bottom,0,0,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,82.47939696,1.141735579,6.600935757,1831.483039,117.2605622,0.416666667,4.280312819,-4.573218515,5.692714526,-32.6935525,9.045074018,-17.63030763,2.626983474,0.135830657,75.06184861,-4.961690872,3.319837185,0.464986769,76.79619265,26.09214961,6.466802831,1627.634822,109.6150042,41.45163698,9.190702031,266.2585704,261.6212161,3.363373623,3.617578735,11.28233375,4.524453068,4.028021637,50,4.356415576,-13.25096704,-119.2242891,1.379965267,16.24066938,22.90362818,-25.66119864,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9e77ae47-4f8c-11ea-ace5-181deafaf045
282,2/14/20,7:47:15 PM,2,1,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Windup,8,Bottom,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,73.40994345,0.432039604,5.989689723,1999.481376,95.63430765,0.385416667,4.589207647,-4.387642465,6.063967822,-51.53235621,0.812018039,-8.729711702,0.696830403,0.447661694,66.89206992,-9.245015972,4.345245354,0.520722717,,,,,,,,,,,,6.628350555,0.306293777,3.926975912,50,4.595451367,-10.92351641,-106.2369448,-0.511537656,7.48581775,20.20546491,-31.82813152,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b05d0578-4f8c-11ea-ace5-181deafaf045
283,2/14/20,7:47:31 PM,2,2,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Windup,8,Bottom,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.7247834,0.361463919,5.959722691,1917.526785,99.30271272,0.385416667,4.414474138,-4.326859327,5.703455459,-37.6873277,2.767433144,-17.12689758,1.612449465,-0.181718925,76.33966638,-6.676027884,2.762752375,0.457779497,,,,,,,,,,,,10.87887331,1.38011765,3.836845821,50,4.421606233,-12.11333794,-121.1784287,-0.412806964,16.14193284,24.14662085,-30.12624767,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bfec10a1-4f8c-11ea-ace5-181deafaf045
284,2/14/20,7:47:47 PM,2,3,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Shepherd, Cam",10000425,Right,GEO_BUL,Windup,8,Bottom,1,1,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,77.7747014,1.133580004,5.949228308,1526.904159,101.7841062,0.395833333,4.464263701,-4.341458492,5.701140458,-43.66650912,3.667732836,-17.79413667,1.887371093,-0.261563372,70.26698987,-7.05883917,2.610269587,0.495175594,73.74382176,-32.18191732,-43.00211789,,,,,4.561170373,4.561170373,-23.32556179,0.033809814,11.43449177,1.613043302,3.85242054,50,4.532934407,-11.20626112,-112.4669596,0.97675636,14.46509412,22.74343531,-30.1334836,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c64a7801-4f8c-11ea-ace5-181deafaf045
285,2/14/20,7:48:28 PM,3,1,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Bradley, Tucker",10000430,Left,GEO_BUL,Windup,8,Bottom,2,0,0,Fastball,Undefined,HitByPitch,Undefined,Undefined,Undefined,0,0,,83.05355803,1.389693254,4.288727572,1898.378328,97.99462525,0.385416667,4.344345581,-4.733700246,5.778436114,-37.55796327,3.350079029,-24.12714943,2.511264553,-2.746922684,75.47111962,-5.660730471,-0.247013773,0.460336982,,,,,,,,,,,,14.23346575,1.393952938,4.394163262,50,4.436685951,-8.294451609,-120.4784004,1.778193938,20.81432878,24.51444896,-30.13559951,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,dd1a5ddf-4f8c-11ea-ace5-181deafaf045
286,2/14/20,7:49:04 PM,4,1,"Balducci, Antonio",1000028181,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,8,Bottom,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,83.58243724,0.980790314,5.615752764,1930.518859,117.618344,0.416666667,4.383781628,-4.465506702,5.992441067,-30.73402763,9.795167625,-18.79466021,2.735873745,-0.811508842,75.14537191,-4.835949046,2.063905561,0.458200447,,,,,,,,,,,,12.00435988,5.006089495,4.032675008,50,4.444515304,-11.34343993,-120.9911443,1.176320253,17.54500693,26.69512904,-24.85738396,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f7df4e87-4f8c-11ea-ace5-181deafaf045
287,2/14/20,7:49:47 PM,4,2,"Balducci, Antonio",1000028181,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,8,Bottom,2,0,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,75.79025417,1.286572589,5.939998764,1316.966995,100.4417343,0.385416667,4.243455589,-4.244685194,5.739005122,-46.86744007,2.719770748,-15.01130355,1.542318444,0.054480887,68.84672681,-7.485717123,3.128926191,0.506823051,,,,,,,,,,,,9.865563764,1.071764971,3.758561675,50,4.322505096,-10.98566755,-109.6326897,1.160679139,11.90959626,20.85334053,-30.88022609,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,10afaf8a-4f8d-11ea-ace5-181deafaf045
288,2/14/20,7:50:25 PM,4,3,"Balducci, Antonio",1000028181,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,8,Bottom,2,0,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,73.00720218,3.050731243,1.343227654,2067.382509,283.950376,0.145833333,4.613026583,-3.981730563,5.521842769,-56.79722046,-3.067072052,12.14353218,2.735237596,-1.713887413,66.26608036,-7.578150458,3.624716851,0.527570543,,,,,,,,,,,,-6.059227082,-2.606533346,3.857080486,50,4.841153339,-2.824234602,-105.9433903,4.057317543,-6.793972047,20.37157361,-35.09665146,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,24afbb04-4f8d-11ea-ace5-181deafaf045
289,2/14/20,7:50:45 PM,4,4,"Balducci, Antonio",1000028181,Left,RIC_SPI,"King, Riley",10000432,Right,GEO_BUL,Stretch,8,Bottom,2,1,2,Curveball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,73.79899345,2.045002174,3.58072355,2101.794627,9.867217353,0.260416667,4.732494792,-3.926049066,5.751145764,-53.35741247,-1.15081893,-0.191633688,2.194065367,-0.604735082,67.00985416,-7.968705659,3.544640413,0.520036943,88.53974363,34.66230408,-13.98858632,3697.012017,107.1541808,68.25445312,-24.85776969,331.717541,328.0068387,-12.68933332,5.161908569,1.239875516,-1.269502447,3.629075425,50,4.870280596,-6.693026939,-107.0401723,2.377328244,1.419188296,20.7918187,-33.62714848,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,369510f1-4f8d-11ea-ace5-181deafaf045
290,2/14/20,7:53:07 PM,1,1,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,9,Top,0,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,83.05500089,-0.852456307,1.167918352,1937.012274,137.5714502,0.4375,5.851434852,-1.732820839,5.415133256,-28.78908155,12.91654222,-11.84207369,2.65365428,-1.625561065,74.87637876,-6.245700091,-1.060818456,0.4648029,,,,,,,,,,,,6.68817792,7.157112511,1.637217808,50,5.75624437,-2.076217117,-120.6358006,-2.726854621,9.689476421,27.16649364,-21.80520464,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,871d1a08-4f8d-11ea-ace5-181deafaf045
291,2/14/20,7:53:20 PM,1,2,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,9,Top,0,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.43709624,0.022955866,2.115062796,2158.239289,141.2500615,0.447916667,5.931979069,-1.669787901,5.877209223,-22.38788279,11.97753774,-9.638901627,4.087653516,-0.5080902,81.80175582,-4.204221617,0.292762164,0.421922174,,,,,,,,,,,,5.860964233,6.466009656,1.504637672,50,5.920988399,-4.539865727,-131.4804376,-0.681049672,10.1533498,30.57246987,-20.97253713,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8f5a9c64-4f8d-11ea-ace5-181deafaf045
292,2/14/20,7:53:33 PM,1,3,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,9,Top,0,2,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.397323,-1.806323816,2.938960358,2219.959293,153.9778398,0.46875,5.718139668,-1.546665286,5.87011292,-18.37145698,17.72089781,-8.668112659,2.506843155,0.462870375,79.93528991,-5.269331602,1.301112415,0.432393471,,,,,,,,,,,,5.598744042,10.13917784,1.314017069,50,5.561415496,-6.312431565,-128.3596146,-4.641508914,9.235185642,29.37523955,-15.44937086,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9789d2c0-4f8d-11ea-ace5-181deafaf045
293,2/14/20,7:53:47 PM,1,4,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,9,Top,0,2,1,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,80.93251404,-0.129359589,1.274777641,2376.84255,4.76686652,0.260416667,5.811249522,-1.84785904,5.162288463,-45.58177327,-1.415667817,-0.114589695,1.891000672,-0.657545614,73.65030652,-8.584423112,1.253364505,0.47831728,,,,,,,,,,,,0.460580235,-0.705667644,1.729193915,50,5.765305358,-2.612005133,-117.5485292,-1.765742902,0.636475891,24.85086379,-33.14921077,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,a0bf3c51-4f8d-11ea-ace5-181deafaf045
294,2/14/20,7:54:08 PM,1,5,"Webb, Ryan",444436,Left,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,9,Top,0,2,2,Slider,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.3549039,1.532110792,1.320642329,2581.995224,307.4192879,0.177083333,5.663135023,-1.739125427,5.35181567,-49.58039915,-5.278986166,6.845369985,2.968926473,0.069999726,73.37540836,-7.689254918,2.599874789,0.479049408,,,,,,,,,,,,-3.233323495,-3.256028317,1.615681844,50,5.766151389,-2.909728514,-116.7505537,1.543100954,-4.430532831,23.46440304,-36.63569317,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,aae7c86d-4f8d-11ea-ace5-181deafaf045
295,2/14/20,7:54:38 PM,2,1,"Webb, Ryan",444436,Left,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,9,Top,1,0,0,Slider,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,80.72579333,-0.092304649,1.334343182,2519.217374,5.843239017,0.260416667,5.692993715,-1.651048441,5.346356558,-47.41472264,-3.639068534,-0.368205767,1.65517398,-0.430072298,74.07855544,-8.877989906,1.265578234,0.4761983,92.42289284,-22.59184222,24.03740689,,,,,5.39887208,5.241437207,22.11196987,0.031576538,0.584260938,-1.900221006,1.531293472,50,5.651390628,-2.721627917,-117.3516134,-1.712570368,0.810875685,23.19391312,-34.81130002,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bccd1e8b-4f8d-11ea-ace5-181deafaf045
296,2/14/20,7:55:11 PM,3,1,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,9,Top,2,0,0,ChangeUp,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.39651364,-1.343972398,3.28960592,1675.993829,116.6377532,0.416666667,5.626381381,-1.835588869,6.091653996,-32.00698662,8.180667314,-16.38489584,1.713870267,-0.155234262,75.76434716,-7.384087856,0.181366768,0.456265725,,,,,,,,,,,,9.942361011,4.871955118,1.59089486,50,5.505989328,-6.487230207,-121.1360875,-3.775307124,14.61434318,26.03920892,-25.01272903,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ceb275fb-4f8d-11ea-ace5-181deafaf045
297,2/14/20,7:55:25 PM,3,2,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,9,Top,2,0,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.28734644,2.934553208,0.274130901,2611.472479,331.964881,0.208333333,5.614228924,-1.561358224,5.40493469,-72.31517108,-20.83924455,11.07104046,2.339616923,-0.38195207,67.77926607,-10.62894091,2.370008765,0.516384984,,,,,,,,,,,,-5.812187838,-12.2023857,1.529527913,50,5.826630775,-0.843462168,-109.1374968,3.496069825,-6.802489318,24.50691324,-46.45552065,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d7a52198-4f8d-11ea-ace5-181deafaf045
298,2/14/20,7:55:40 PM,3,3,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,9,Top,2,0,2,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,76.15700597,4.008577569,-0.521089094,2651.057119,338.6819843,0.21875,5.673522245,-1.629953586,5.093222517,-73.6397891,-22.86655637,8.904952102,3.3204189,-1.378901148,68.58431277,-9.721075091,1.151474365,0.512848307,,,,,,,,,,,,-4.878433219,-13.45934481,1.672405366,50,5.996842941,0.727511334,-110.2500266,5.450484813,-5.860910535,23.97026125,-48.34399744,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e097ce50-4f8d-11ea-ace5-181deafaf045
299,2/14/20,7:56:03 PM,3,4,"Webb, Ryan",444436,Left,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Windup,9,Top,2,0,2,Curveball,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,76.60250671,3.471872227,-0.179100355,2723.063878,327.8470154,0.208333333,5.62875158,-1.63169235,5.237796541,-70.15336928,-19.58921989,12.2836687,3.049378129,-0.776365127,68.03147863,-9.741813509,2.152161224,0.511791267,94.84132233,2.188456722,-7.222967565,1007.6413,,,,71.31830134,69.08346428,-6.558518393,0.536382446,-6.609314158,-11.80274883,1.639437802,50,5.898248143,-0.02222365,-110.8647254,4.620063197,-7.900846388,27.10530023,-46.28318352,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f15f1b62-4f8d-11ea-ace5-181deafaf045
300,2/14/20,7:56:49 PM,4,1,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,9,Top,2,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.46744682,-2.888415585,4.591429564,1672.323222,114.194903,0.40625,5.735922245,-1.569347002,6.460260385,-29.39492149,11.27010738,-25.1681891,0.622758949,0.559231091,75.06219848,-8.454602496,-0.20751778,0.458967634,,,,,,,,,,,,15.2924863,7.104331174,1.256306533,50,5.518332229,-8.93186935,-119.5663819,-6.834925271,21.92814298,25.09287962,-21.98703339,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,0c79dc49-4f8e-11ea-ace5-181deafaf045
301,2/14/20,7:57:16 PM,4,2,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,9,Top,2,1,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.8879569,0.066479561,1.247259866,2424.561143,287.7751593,0.145833333,5.737814831,-1.247965863,5.311503237,-46.83252335,-1.019676195,3.046295647,1.897508654,0.176597029,72.49631452,-8.6004343,1.815126441,0.487152751,,,,,,,,,,,,-1.253958317,-0.558046085,1.132859086,50,5.710483617,-2.593519332,-114.6953861,-1.348057219,-1.665858825,21.74943574,-32.91540174,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,1c5c562e-4f8e-11ea-ace5-181deafaf045
302,2/14/20,7:57:35 PM,4,3,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,9,Top,2,1,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,77.94160379,0.491170181,1.667419293,2640.072789,334.8655494,0.21875,5.63731225,-1.481664463,5.249877604,-61.32436852,-13.41803165,6.274173831,0.988633356,0.608247567,70.81569393,-10.90188852,2.846260254,0.498159022,,,,,,,,,,,,-2.754142528,-7.2816201,1.324378584,50,5.638432777,-3.48727372,-113.1126127,-0.931411985,-3.489212417,24.88967256,-41.39910463,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,27ea6cac-4f8e-11ea-ace5-181deafaf045
303,2/14/20,7:58:10 PM,4,4,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,9,Top,2,1,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.26833872,0.158426375,1.626043436,2722.246098,345.0136559,0.229166667,5.570374684,-1.422118327,5.2526214,-59.22418327,-12.98443227,3.46421326,0.783928141,0.394645664,72.08772617,-10.83843803,2.276705648,0.489417238,,,,,,,,,,,,-1.28577079,-6.934768005,1.270714328,50,5.542478322,-3.3755757,-115.0586773,-1.5512624,-1.688164909,25.44319062,-41.27911774,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,3a1282e6-4f8e-11ea-ace5-181deafaf045
304,2/14/20,7:58:32 PM,4,5,"Webb, Ryan",444436,Left,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,9,Top,2,2,2,Curveball,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,79.02861191,1.474827048,0.993395953,2634.903114,321.4855294,0.197916667,5.487973626,-1.687605414,5.239433605,-57.74492144,-11.29843932,8.957089599,2.062352217,-0.007562677,71.70846655,-9.274911437,2.673362803,0.490510074,90.19439984,-11.54361765,-33.5267132,,,,,11.59859429,11.59859429,-28.27451864,0.078366699,-4.412919047,-6.469267782,1.589954221,50,5.581778396,-2.272289946,-114.7211196,1.129292056,-5.774528825,24.80754911,-40.6394142,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,49d13ab7-4f8e-11ea-ace5-181deafaf045
305,2/14/20,8:00:58 PM,5,1,"Webb, Ryan",444436,Left,GEO_BUL,"Leckie, Dan",1000027283,Right,RIC_SPI,Stretch,9,Top,2,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.44855909,1.062100907,1.278398948,2576.968417,306.8928151,0.177083333,5.647899976,-1.369600717,5.50831346,-58.25523264,-10.12712475,13.4313024,1.786763269,0.94522479,70.08058562,-9.843246957,3.815068747,0.499310745,,,,,,,,,,,,-6.742254842,-5.792395799,1.249477287,50,5.702457829,-2.905734341,-112.4380945,0.365013398,-8.420445554,25.02665037,-39.40820903,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9c7fe368-4f8e-11ea-ace5-181deafaf045
306,2/14/20,8:01:20 PM,5,2,"Webb, Ryan",444436,Left,GEO_BUL,"Leckie, Dan",1000027283,Right,RIC_SPI,Stretch,9,Top,2,0,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.40151622,0.365992091,1.72399819,2672.792255,288.6812073,0.145833333,5.600184925,-1.540242935,5.335469789,-52.29026977,-6.215885845,18.25577425,1.586143277,1.598764826,71.90270857,-9.373970298,5.154005087,0.488541303,,,,,,,,,,,,-9.111362262,-3.43367145,1.372168388,50,5.596896389,-4.036725941,-115.234976,-0.891417133,-11.96125283,26.1433269,-36.68171834,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,adca49e1-4f8e-11ea-ace5-181deafaf045
307,2/14/20,8:01:45 PM,5,3,"Webb, Ryan",444436,Left,GEO_BUL,"Leckie, Dan",1000027283,Right,RIC_SPI,Stretch,9,Top,2,1,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.48755497,1.2199801,-0.622794385,2580.125492,294.8906347,0.15625,5.574929636,-1.427751019,5.358441866,-53.64594781,-6.848936758,14.66625882,2.248593698,-0.789551426,71.21353467,-8.791094282,2.13391085,0.492357521,,,,,,,,,,,,-7.997615288,-4.038681248,1.473472841,50,5.647260828,0.786620592,-113.9943808,0.772515307,-10.3468829,24.23903386,-37.39907632,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b757e504-4f8e-11ea-ace5-181deafaf045
308,2/14/20,8:02:10 PM,5,4,"Webb, Ryan",444436,Left,GEO_BUL,"Leckie, Dan",1000027283,Right,RIC_SPI,Stretch,9,Top,2,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.51716709,0.106141859,1.14815653,2665.426825,339.0498983,0.21875,5.595814579,-1.41897285,4.972665045,-61.69853527,-15.07078741,5.753294304,0.554529217,0.144917686,72.08518327,-11.30825772,2.226282147,0.491466294,,,,,,,,,,,,-2.618881207,-7.95549821,1.303713767,50,5.557721389,-2.500795546,-115.3404256,-1.814913481,-3.43944876,26.46647584,-42.62222329,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c93d3d1d-4f8e-11ea-ace5-181deafaf045
309,2/14/20,8:04:42 PM,1,1,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Windup,9,Bottom,0,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,83.87372036,-2.5959684,-4.678566333,2070.448367,235.2100091,0.072916667,5.210511658,2.351074421,5.552936445,-32.63939898,8.275957762,11.96735361,0.055479087,-1.032381695,75.98279797,-8.682514563,-2.432225633,0.460378135,,,,,,,,,,,,-7.900553434,5.259960193,-1.954060633,50,4.964410005,9.552266153,-121.3853382,-6.562983197,-11.61735883,26.9647987,-24.43954673,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,22b7ef89-4f8f-11ea-ace5-181deafaf045
310,2/14/20,8:04:59 PM,1,2,"Balducci, Antonio",1000028181,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Windup,9,Bottom,0,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.86031292,-0.684408956,-6.373858184,2157.807539,232.7216196,0.072916667,4.938682831,2.646356575,5.898559943,-24.55432748,15.17997579,19.99125149,2.253220151,-1.628621374,75.92994312,-5.333593515,-2.599716313,0.453684894,,,,,,,,,,,,-12.96283604,8.455886433,-2.1437837,50,4.869517746,13.09275059,-122.6202066,-2.216579679,-19.36767914,28.46908549,-19.54017008,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,2ba11356-4f8f-11ea-ace5-181deafaf045
